ASIN,Question,Answer,Votes,Date
10970,Does this shampoo contain sodium laureth sulfate?,"
 
The shampoo does contain sodium laureth sulphate. Shared below is the complete list of ingredients for your reference.

Water Sodium Laureth Sulfate Coco-Betaine Dimethicone Glycol Distearate Sodium Chloride Guar Hydroxypropyltrimonium Chloride Lactic Acid Sodium Benzoate Sodium Hydroxide Ppg-5-Ceteth-20 Salicylic Acid Polyquaternium-7 Limonene Linalool Benzyl Salicylate Benzyl Alcohol 2.0leamido-13-octadecanediol Fragrance CarbomerButylphenyl Methylpropional Citric Acid Hexyl Cinnamal (F.I.L. C16847713).

Hope this resolves your query.

",0,26-10-2019
10970,Can we use this for a 15 year old?," 

L'Oreal Paris Total Repair 5 Shampoo is enriched with ceramide-cement formula. It helps resolve five signs of hair damage – hair fall roughness dryness dullness and split ends. It has a pleasant smell and does not dry out the scalp. It is freee from parabens but it does contain SLS. It can be used for a 15 year old. 

Hope this resolves your query.

",0,06-07-2019
10672,Is this shampoo safe for coloured hair?,"

L'Oreal Paris 6 Oil Nourish Shampoo is a nourishing shampoo that nourishes the strands and gives them shine and lustre.

For your concern we recommend you try the L'Oreal Paris Colour Protect Shampoo as it is formulated with UV filters and nourishing active ingredients. It protects your hair from sun and pollution exposure damage which can make your hair colour appear dull. While the nourishing ingredients protect the hair fibre and enhance the colour radiance and effect.

You can shop it here: <a href=https://bit.ly/33myKTY>https://bit.ly/33myKTY</a>

Hope this resolves your query.

Happy Shopping!

",0,21-11-2020
10672,Is this shampoo paraben and sulfate free?,"

LOreal Paris 6 Oil Nourish Nourishing Shampoo does not contain any parabens however it does have sodium laureth sulphate.

Hope this resolves your query.

",0,02-03-2020
10672,Does this shampoo reduce hairfall?,"

This is a nourishing shampoo that nourishes the strands and gives them shine and lustre. For your concern we recommend you try the 'L'Oreal Paris Fall Resist 3x Shampoo' as it has the fall resist formula that improves micro-circulation and nourishes the scalp. It also reduces hair fall by upto 90% by stimulating hair growth and restoring natural hair thickness.

Hope this resolves your query.

",0,20-08-2019
10672,Is it paraben free shampoo?,"

This product is free of parabens but it does contains sulphates.

Hope this resolves your query.

",0,09-08-2019
10672,What are the ingredients in this shampoo?,"

The ingredients for this product are Water Sodium Laureth Sulfate Coco-Betaine Dimethicone Mica Coconut Oil Sodium Chloride Sodium Benzoate Sodium Hydroxide Olive Fruit Oil Argan Oil Salicylic Acid Limonene Camelina Sativa Seed Oil Jojoba Seed Oil Benzyl Salicylate Benzyl Alcohol Linalool Amodimethicone Fragrance Carbomer Citric Acid Citronellol Cetrimonium Chloride Sweet Almond Oil Hexyl Cinnamal Glycerin.

Hope this resolves your query.

",0,22-07-2019
220222,Is this a sulphate free shampoo?,"

This shampoo is not not free of silicones and sulphates.

Hope this resolves your query.

",2,25-02-2019
220222,Does it help stop hair fall?,"

L'Oreal Paris Laboratories have combined 3 refined clays to create its first re-balancing range revealing perfectly balanced hair. This shampoo is tailor made care to resolve the problems of oily roots and dry lengths. However it does not help for hair fall problems. 

Hope this resolves your query.
",0,19-12-2018
220222,Can this shampoo be used daily?,"

This shampoo can be used daily as it moisturises your hair from lengths to tips and keeps it hydrated. It can keep the hair fresh for upto 72 hours.

Hope this resolves your query.
",0,20-11-2018
220222,Can I apply oil on my scalp before using this shampoo?,"

You can oil your hair before using this shampoo.

Hope this resolves your query.
",0,19-11-2018
220222,Is this suitable to use as a clarifying shampoo occasionally for cysteine treated hair?,"

We recommend you to only use shampoo formulated for chemically treated hair.

Hope this resolves your query.
",0,01-10-2018
6282,Will this protect my purple ombre color? Which shampoo and mask should I use? This is the first time I've coloured my hair so I am confused.," 

L'Oreal Paris Colour Protect Shampoo is formulated with UV filters and nourishing active ingredients. It protects your hair from sun and pollution exposure damage which can make your hair colour appear dull. While the nourishing ingredients protect the hair fibre and enhance the colour radiance and effect. We suggest you pair this up with the L'Oreal Paris Colour Protect Conditioner. You may purchase it here - <a href=http://bit.ly/2WNxDqf>http://bit.ly/2WNxDqf</a> 

Hope this resolves your query.

",0,17-06-2019
6282,Is this shampoo helpful to prevent hair fall for colored hair?,"

The L'Oreal Paris Colour Protect Shampoo protects the hair fibre from external aggressions it strengthens the roots and prevents hair fall and prolongs your color's radiance to give you deeply cleansed silky soft hair. 

Hope this resolves your query.
",0,28-12-2018
6282,I colour my hair but my hair is oily at scalp and dry at ends..can i use this shampoo?,"

This product is suitable for your concern as it helps protect the hair fiber from external aggressions and accentuates your color's radiance.

Hope this resolves your query.
",0,28-11-2018
6282,"I just got my hair highlighted a couple of days ago! Now Im just looking for a shampoo that would go best with my newly highlighted hair, without any side effects on the hair like colour fading or hairfall or anything! A shampoo would be a helping hand for me to take care of my hair! Will this work??","

L'Oreal Paris Colour Protect Shampoo is suitable for coloured hair. However each hair type reacts differently to different shampoos. Your hair stylist would be the best person to recommend the right shampoo for your hair type.

Hope this resolves your query.
",0,07-09-2018
6282,Can this shampoo be used for keratin treated hair?,"

This is a colour protect shampoo and we would suggest you to opt for a Keratin shampoo for Keratin treated hair as the treatment last longer if right product is used. 

Hope this resolves your query.
",0,28-07-2018
5951,Will this be suitable for a dry scalp?,"

L'Oreal Paris Fall Resist 3x Shampoo is an anti-hairfall treatment shampoo that promises to reduce hairfall by 90% by boosting hair growth. This shampoo helps in strengthening hair and restructures the hair fibres. This shampoo can be used by people with a dry scalp as this shampoo nourishes the hair roots to keep them healthy and hydrated. 

Happy Shopping!

",0,13-09-2020
5951,What is the quantity of the shampoo?,"

The quantity of this product is 192.5 ml.

Happy Shopping!

",0,11-07-2020
5951,Can you help me with the ingredient list of this shampoo?,"

The ingredients of this product are listed below: 

AQUA/WATER SODIUM LAURETH SULPHATE DIMETHICONE COCO-BETAINE SODIUM CHLORIDE GLYCOL DISTEARATE GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE COCAMIDE MIPA SODIUM BENZOATE SODIUM COCOATE SODIUM HYDROXIDE ARGININE SALICYLIC ACID LIMONENE LINALOOL 2-OLEAMIDO-1 3-OCTADECANEDIOL CARBOMER METHYL COCOATE CITRIC ACID HEXYLENE GLYCOL HEXYL CINNAMAL PARFUM/FRAGRANCE (F.I.L C44447/1)

Hope this resolves your query.
",0,28-09-2018
5951,Can it be used for colored hair??,"

You can use this on coloured hair.

Hope this resolves your query.
",0,22-04-2018
5951,Can it really repair hair?,,0,12-12-2017
25555,Is this shampoo good for oily scalp?,"

L'Oreal Paris Fall Resist Anti-Dandruff Shampoo cleanses hair and scalp and leaves them free of dandruff. It works well on oily scalp. 

Hope this resolves your query.

",0,17-01-2020
25555,Does this shampoo help eliminate dandruff?," 

L'Oreal Paris Fall Resist Anti-Dandruff Shampoo reduces dandruff and itchiness. It also nourishes the hair with arginine and zinc to prevent breakage and hair fall.

Hope this resolves your query.

",0,10-12-2019
25555,Is this a Sulfate free shampoo?,"

This shampoo contains sulphates. 

The other ingredients included in this shampoo are water sodium laureth sulfate coco-betaine glycerine glycole distearate sodium cloraide dimethicone sodium benzoate sodium hydroxide PPG-5-ceteth-20 arginine trideceth-6 polyqaternium salicylic acid limonene zinc pyrithione linalool fragrance carbomer. 

Hope this resolves your query.

",1,12-02-2019
25555,"Is it suitable for color treated hair? if not, can you suggest any other anti-dandruff shampoo suitable for color treated hair?","

L'Oreal Paris Fall Resist Anti-Dandruff Shampoo reduces dandruff and itchiness. It nourishes the hair with arginine and zinc to prevent breakage and hairfall. It is suitable for color treated hair.

Hope this resolves your query.

",0,14-01-2019
25555,Is this shampoo for male or female?,,0,09-10-2017
110459,is this ammonia free?," this product is not ammonia free. You can instead purchase L'Oreal Paris Casting Creme Gloss Conditioning Hair Color (<a href=http://www.nykaa.com/hair-care/hair-styling/hair-color/l-oreal-paris-casting-creme-gloss-conditioning-hair-color.html)>http://www.nykaa.com/hair-care/hair-styling/hair-color/l-oreal-paris-casting-creme-gloss-conditioning-hair-color.html)</a> which is ammonia-free.

Hope that you find the solution to your advantage. 
Thank you for shopping at Nykaa!
",0,25-02-2017
452483,When wil this product be back in stock?,"

We have forwarded this to our concerned team and will have the products restocked at the earliest. Kindly update your email id in the 'Notify Me' box shared below and you will get a notification once the product is available with us.

Hope this resolves your query.

",0,11-12-2019
452483,Which hair oil is best for frizzy hair in winter?,"

For frizzy hair here are some of the hair oils and hair serums on Nykaa that'll help you: <a href=http://bit.ly/2P7lGem>http://bit.ly/2P7lGem</a>

Hope this resolves your query.

",0,09-12-2019
452483,When will it come in stock? I have been waiting for this for 4 days.,"

We have forwarded this to our concerned team and will have the products restocked at the earliest. Kindly update your email id in the 'Notify Me' box shared below and you will get a notification once the product is available with us.

Hope this resolves your query.

",0,09-12-2019
452483,"What are the ingredients present in this shampoo, conditioner and serum?","

The ingredients for the products are listed below:

L'Oreal Paris Total Repair 5 Shampoo: Water Sodium Laureth Sulfate Coco-Betane Dimethicone Glycol Disterate Sodium Chloride Guar Hydroxypropyltrimonium Chloride Lactic Acid Sodium Benzoate Sodium Hydroxide PPG-5-Ceteth-20 Salicylic Acid Polyquaternium-7 Limonene Linalool Benzyl Salicylate Benzyl Alcohol 2-Oleamdo-1 3-Octadecanediol Fragrance Carbomer Butylphenyl Methylpropional Citric Acid Hexyl Cinnamal.

L'Oreal Paris Total Repair 5 Conditioner: Water Cetyl Alcohol Amodimethicone CI 19140 Lactic Acid Hydroxethylcelluiose Phlorhexhenoxyethanol Stearyl Alcohol Behenthtrimonium Chloride Trideceth – 6 Chlorhexidine Digluconate Limonene Linalool Benzyl Salicylate Isopropyl Alcohol 2-Oleamido-1 3-Octadecanediol Dipalmitoylethyl Hydroxyrthymonium Methosulfate Fragrance Myristyl Alcohol Cetyl Eisters Cetearyl Alcohol Cetrimonium Chloride Butylphenyl Methylpropional Hexyl Cinnamal

L'Oreal Paris Total Repair 5 Serum: Cyclopentasiloxane Dimethiconol Alcohol denat Limonene Benzyl salicylate Linalool Benzyl alcohol 2-oleamido-1 3-octadicanediol Alpha-isomethyl ionone Geraniol Butylphenyl  Methylpropional Citronellol Hexyl cinnamal Fagrance .

Hope this resolves your query.

",0,04-10-2019
452483,The title shows Rs.335/- but the cost is Rs. 450/- Why the conflicting pricing?," 

The combo is priced at Rs.450/- The amount Rs.335/- is the valuation of the free products. 

Hope this resolves your query.

",0,11-08-2019
516572,Is there a need to apply conditioner after using this product?,"

This 2-in-1 product comes with the cleansing power of shampoo and softening power of conditioner to give you manageable and healthy hair. As it is intended to deliver the benefits of conditioner you don't need to use a separate rinse-off conditioner after using this product. You can opt for a leave-in conditioner or serum if you want additional shine and softness.

Happy Shopping!

",0,23-12-2020
516572,Is this shampoo color safe?,"

This shampoo by Biotique does not claim to be suitable for coloured hair. We would recommend you to browse through Biotique hair products that are colour safe. Find them on Nykaa here at: <a href=https://bit.ly/3eqyM1v>https://bit.ly/3eqyM1v</a> 

Happy Shopping! 

",0,04-11-2020
516572,Can you use a hair mask after using this product?,"

Wash your hair with this shampoo and conditioner by Biotique and then apply a hydrating mask. Shampoo opens up the hair cuticles allowing the moisture from the mask to be absorbed and bonds to be rebuilt.

Top tip: Avoid your roots when applying a hair mask to avoid your scalp from becoming greasy. 

Hope this resolves your query.

Happy Shopping!

",0,10-09-2020
516572,"I've cysteine treatment on my hair, so can I use this for my dandruff issue? Which is the best choice that you would suggest?","

To maintain the benefits of your cysteine treatment your shampoo needs to be free of sodium chloride sodium laureth sulfate and sodium lauryl sulfate. This shampoo from Biotique has some good natural ingredients however it may not work for chemically treated hair. Your hairstylist will be able to give you the most relevant advice on how to care for cysteine-treated hair. 

Top shampoos that work well for chemically processed hair: <a href=https://bit.ly/3iprUCO>https://bit.ly/3iprUCO</a>

You can also check out Nykaa's extensive range of sulfate-free hair products here: <a href=https://bit.ly/2NRa5hW>https://bit.ly/2NRa5hW</a>

Hope this resolves your query.

",0,25-06-2020
516572,Is this free of SLS and parabens?,"

Biotique Bio Neem Margosa Anti-Dandruff Shampoo & Conditioner is a refreshing shampoo that helps combat dandruff and reduces the flakiness and itching. 

This shampoo is free of parabens and SLS. Following is the list of ingredients present in this shampoo:

Gandhak (Sulphur) Neem (Azadirachta indica) Chotidudhi (Euphorbia thymi folia) Bhringraj (Eclipta erecta) Ritha (Sapindus mukorossi) Lotion base Q.S.

Happy Shopping!

",0,31-05-2020
357142,Does this shampoo contain sulphates?,"

Biotique Bio Kelp Protein Shampoo help nourish follicles and promotes growth. While all Biotique products are organically pure and preservative-free the brand doesn't claim for the cleanser to be sulphate-free.

Happy Shopping!

",0,30-11-2020
357142,Is this free from harmful chemicala?,"

Biotique products are made of 100% organically-pure and preservative-free ingredients. The complete ingredient list is as follows:

Neem (Melia azadirchta indica) Tesu (Butea frondosa) Daruhaldi (Berberis aristata) Bhringraj (Eclipta alba) Ritha (Sapindus mukorossi) Sajjikshar (Kelp or Sea salt) Himalayan water Q.S.

Hope this resolves your query.

",0,11-04-2020
357142,Is this for hair growth?," 

This shampoo is specifically designed to prevent hair fall and promote hair growth. 

Hope this resolves your query.

",0,10-03-2020
357142,Is it suitable for oily scalp?,"

This shampoo is a mild cleanser that cleanses the scalp of all dirt and impurities and also helps to remove excess oil making it suitable for oily scalp.

Hope this resolves your query.

",0,22-01-2020
357142,Is this shampoo suitable for keratin treated hair?,"

Biotique Bio Sea Kelp Shampoo has been crafted from components like natural proteins peppermint oil neem and bhringraj that add volume and shine to all hair types including treated hair. 

Hope this resolves your query.

",0,27-12-2019
357134,Can we use a conditioner after applying this?,"

This is a 2-in-1 product that works both as a shampoo and conditioner. So there's no need to use a conditioner after using this product. However if you have extremely dry and frizzy hair we would advise you to follow it up with a gentle chemical-free conditioner. 

Hope this resolves your query.

",0,12-03-2020
357134,Is it good for oily scalp and dry hair?,"

This 2-in-one shampoo works as a hair cleanser and conditioner. So it helps to deep  cleanse the hair and scalp and leaves the hair conditioned. It helps to remove oil from the scalp and keep the hair smooth and soft. It has a gentle pH balanced formula which can be used daily

Hope this resolves your query.

",0,22-01-2020
357134,Is it sulphate and paraben free??,"

All products from the brand Biotique are free from parabens and sulphates.

Hope this resolves your query.

",0,10-01-2020
357134,Is it helpful for dandruff?,"

This Biotique shampoo and conditioner is enriched with green apple extracts to balance the pH level of the scalp and make sure it isn't oily and greasy.

However for your concern we recommend you to opt for the Biotique Bio Neem Margosa Anti-Dandruff Shampoo & Conditioner. Enriched with neem reetha and bhringraj this formula possesses excellent medicinal properties controls dandruff and encourages healthy hair growth. 

You can buy it here: <a href=http://bit.ly/2N7c0Qa>http://bit.ly/2N7c0Qa</a>

Hope this resolves your query.

",-5,31-10-2019
357134,I want to know if this product is for dry and frizzy hair. And is the conditioner and shampoo in the same bottle or do we need to purchase them separately?," 

Biotique Bio Green Apple Fresh Daily Purifying Shampoo & Conditioner is a dual formula (shampoo and conditioner) made with pure green apple extract sea algae and centella to purify and nourish the scalp and hair with natural minerals and proteins. It has a special pH balanced formula that leaves hair refreshed and lustrous. It is gentle and can be used daily.  

However if you want targeted solution for dryness and frizziness checkout the range of hair serums on Nykaa for your concern - <a href=http://bit.ly/2yHnVfC.>http://bit.ly/2yHnVfC.</a> 

Hope this resolves your query.

",-11,04-08-2019
386434,Is this shampoo free from sulphate and parabens?,"

All Biotique products are organically pure and preservative free and they do not contain sulphates or parabens. This shampoo is dermatologically tested and cruelty free. 

Hope this resolves your query.

",0,28-12-2019
386434,Is this shampoo mild and suitable for dry scalp?," 

Biotique Bio Soya Protein Fresh Nourishing Shampoo is a mild and rich formula which cleanses your hair without disturbing your hair's natural pH balance. It is suitable for dry and damaged hair; it is also safe for colored hair. 

Hope this resolves your query.

",0,16-04-2019
386434,What is the quantity?,"

The quantity of this product is 800ml.

Hope this resolves your query.

",0,26-03-2019
386434,Does it contain sulphur? Can someone with dandruff prone scalp use it?," 

Biotique Bio Soya Protein Fresh Nourishing Shampoo is created with a blend of pure soya bean protein berberry and wild turmeric extracts to cleanse hair without disturbing its natural pH balance. It is especially formulated for dry damaged and colour treated hair. It prevents your color from fading protects your hair treatment and imparts shine. It does not contain sulphur. 

However if you are looking for a shampoo that is specially formulated for dandruff prone hair we suggest you try the Biotique Bio Neem Margosa Anti-Dandruff Shampoo & Conditioner. Formulated using the natural sap of the margosa and euphorbia trees with the bhringraj herb to control dandruff. It helps eliminate dryness flaking and itching associated with dandruff. This pH balanced formula is sulphate and paraben free. Leaving you with a refreshed scalp and a healthy shine. You can buy it here - <a href=https://bit.ly/2FrSf0r>https://bit.ly/2FrSf0r</a>

Hope this resolves your query.

",0,16-03-2019
386434,Is this suitable for frizzy hair?,"

This product is suitable for your concern.

Hope this resolves your query.
",0,01-07-2018
464872,Will this product help in controlling hair fall?,"

This is a volumizing shampoo for thin fine hair and can be used by anyone looking for volume shampoos with natural ingredients. If you have hair fall concern you could try the Biotique Bio Bhringraj Fresh Growth Therapeutic Oil  that comes with the goodness of many other ingredients like Amla Tesu Mulethi Brahmi Cow's Milk and Goat's Milk. This one claims that it can treat alopecia and other causes of hair loss. The Biotique Bio Bhringraj Therapeutic Oil also reduces greying while strengthening your hair. 

We would recommend this product along with Biotique Mountain Ebony Vitalizing Serum. This intensive serum is blended with extracts of mountain ebony long pepper liquorice and the euphorbia tree to promote new and healthy hair growth. Stimulates hair from root to tip and leaves scalp feeling toned exhilarated free from dryness and irritation.

Buy the products here:
Biotique Bio Bhringraj Therapeutic Oil: <a href=https://bit.ly/2OEBWlC>https://bit.ly/2OEBWlC</a>
Biotique Mountain Ebony Vitalizing Serum: <a href=https://bit.ly/2KQK4yy>https://bit.ly/2KQK4yy</a>

Hope this resolves your query.

",0,07-11-2019
464872,Does it stop hair fall?,"

This Biotique volumizing shampoo is infused with pure walnut bark bhringraj and amla it revives hair to nourish hair follicles and increase hair growth. 

However with regular usage you will definitely see results. Ideally it will take minimum 3-4 weeks to see the first sign of results.

Hope this resolves your query.

",0,23-08-2019
464872,Does it helps in making the hair longer as well along with volumizing it?,"

This product has a rich body-building formula that contains a blend of pure walnut bark musk root amla soap nut and black malya flowers to thoroughly cleanse and revive hair for a fuller thicker lifted look.

Hope this resolves your query.

",0,05-08-2019
464872,Is this shampoo sulphate free?," 

Biotique products are free from artificial preservatives and harmful chemicals such as parabens and SLS amongst others. They are 100% botanical and not tested on animals. 

Hope this resolves your query.

",0,01-07-2019
464872,What are the ingredients?,"

The ingredients of this product are Akhrot chal (Jugens regia) Amla (Emblica officinalis) Ritha(Sapindus mukorossi) Bhringraj (Eclipta alba) Himalayan water Q.S.

Hope this resolves your query.

",-6,20-05-2019
952740,Is this shampoo sulphate and paraben free?,"

Biotique Advanced Organics Onion Black Seed Shampoo is enriched with Himalayan onion black seed extract which curbs fall delays premature ageing and revives dull and dry hair. Biotique products are made with 100% natural botanicals. They are free from chemicals preservatives and animal testing. The brand does not specifically mention whether or not the products contain parabens and sulphates.

Happy Shopping!

",0,24-01-2021
952745,What is the full ingredient list of this product?,"

The key ingredient of this shampoo is organic-certified cold-pressed argan oil from Morocco. However the brand has not shared the complete ingredient list of this product with us. 

Happy Shopping!

",0,05-03-2021
464868,Will this add brown colour to the grey hair?,"

This product is a conditioning shampoo that has a luxurious blend of pure henna leaves soap nut and berberry to cleanse condition and add a hint of henna highlights. This shampoo can also be used daily to keep premature greying of hair at bay.

Hope this resolves your query.

",0,16-12-2019
464868,Can this shampoo treat dry and frizzy hair?,"

The Biotique Bio Soya Protein Fresh Nourishing Shampoo is more suitable for dry and frizzy hair. This rich shampoo is a blend of pure soya bean protein berberry and wild turmeric extracts to cleanse hair without disturbing its natural pH balance. For extremely dry and frizzy hair follow the shampooing with Biotique Bio Water Cress Fresh Nourishing Conditioner that silkens and strengthens hair.

The link to these products are listed below. 

Biotique Bio Soya Protein Fresh Nourishing Shampoo: <a href=https://bit.ly/2EadZ1J>https://bit.ly/2EadZ1J</a>

Biotique Bio Water Cress Fresh Nourishing Conditioner: <a href=https://bit.ly/2X5og6E>https://bit.ly/2X5og6E</a>

Hope this resolves your query.

",0,13-02-2019
464868,Can I use this shampoo on my coloured hair?,"

Yes Biotique Bio Henna Leaf Fresh Texture Shampoo & Conditioner is suitable for colour treated hair.

Hope this resolves your query.

",0,16-01-2019
464868,Can this shampoo be used for coloured hair?,"

This product can be used for all hair types. However it is not specifically designed for colored hair. 

Hope this resolves your query.

",0,14-01-2019
464868,It contains conditioner..means no need for extra conditining after washing?,"

Yes this shampoo and has conditioning properties so you can skip using a conditioner.

Hope this resolves your query.
",0,13-08-2018
598207,Is it made with natural ingredients? Will any irritation cause from any of these ingredients on skin prone to eczema?,"

This Biotique shampoo is a 100% Ayurvedic and organic formulation completely safe for use.

In spite of being prepared with natural ingredients skin issues like eczema can flare up simply because your skin doesn’t agree to a specific ingredient (natural or otherwise) or it doesn’t respond well to the way a product is formulated. Please consult a doctor for the same. 

Hope this resolves your query.

",0,07-09-2019
598207,Can we use this shampoo for 9 years girl?,"

As this product is 100% soap free shampoo you can use this for your child.  

Hope this resolves your query.

",0,19-06-2019
60315,What's the benefit of this shampoo?,"

This gentle 100% soap free shampoo is a natural blend of pure green apple extract sea algae and centella to cleanse delicate hair and scalp without dryness or irritating baby",0,11-04-2020
60315,Can it be used for a four year old boy?," this product is suitable for kids.

Hope that you find the solution to your advantage. 
Thank you for shopping at Nykaa!
",-1,04-01-2018
730077,Can this shampoo help me grow healthy hair?,"

This shampoo has hair-loving key ingredients like neem bhringraj reetha and kelp which promote healthy hair growth. 

Quick Tip: A shampoo's primary function is to cleanse your hair. Even though this shampoo has naturally nourishing ingredients it does not stay on your hair for a long time and hence would not majorly affect the health of your hair. For healthy hair growth hair care methods which stay longer on your hair are recommended - like hair masks and oil treatments. Find a range of nourishing hair masks by Biotique here on Nykaa at <a href=https://bit.ly/37QST68>https://bit.ly/37QST68</a> 

Happy Shopping! 

",0,09-12-2020
730070,Does this shampoo have sulphates and parabens?,"

The brand has not claimed for this product to be sulfate-free. However Biotique products are paraben-free.

Happy Shopping!

",0,05-03-2021
730113,What is the quantity of this product?,"

This pack contains 2 bottles of Biotique Bio Neem Margosa Anti-Dandruff Shampoo & Conditioner. Each bottle offers 120ml of product.

Happy Shopping!

",0,22-02-2021
730113,What is the quantity of this product?,"

This pack contains 2 bottles of Biotique Bio Neem Margosa Anti-Dandruff Shampoo & Conditioner. Each bottle offers 120ml of product.

",0,11-02-2021
7678,Will it keep my hair straight?,"

This shampoo does not actively straighten your hair however it prevents and controls frizz leaving your hair silky smooth.  

Hope this resolves your query.
",0,24-02-2018
7681,Is it paraben free?,"

Tresemme Hair Fall Defense Shampoo is a paraben-free formula that is safe to be used by both men and women.

The ingredient list of this shampoo is mentioned below:

Water Sodium Laureth Sulfate Dimethiconol and TEA-Dodecylbenzenesulfonate Cocamidopropyl Betaine Perfume Sodium Chloride Carbomer Glycol Distearate Guar Hydroxypropyltrimonium Chloride Mica and Titanium Dioxide Disodium EDTA DMDM Hydantoin Lysine Hydrochloride Panthenol Hydrolyzed Keratin Pyridine-3-Carboxamide Pyridine-3-Carboxylic Acid Amide (VIT-B3) Pyridoxine Hydrochloride (VIT-B6) Tocopheryl Acetate (VIT-E) Sodium Ascorbyl Phosphate (VIT-C) Methylchloroisothiazolinone and Methylisothiazolinone Sodium Hydroxide.

Hope this resolves your query.

Happy Shopping!

",0,22-12-2020
7681,Is this suitable for color treated hair?,"

Tresemme Hair Fall Defense Shampoo contains SLS which should be avoided on color treated hair. Tresemme has a range of shampoos formulated for color treated hair that can be bought here: <a href=https://bit.ly/3hBRYJB>https://bit.ly/3hBRYJB</a>

Happy Shopping!

",0,15-09-2020
7681,Is it suitable for oily scalp?,"

Tresemme Hair Fall Defense Shampoo should be fine for oily scalps. If you have scalp issues or infections consult your dermatologist before using this shampoo. 

Hope this resolves your query.

",0,05-12-2019
7681,Is tresemme hair fall karetin sampoo is used after karetin treatment..??,"

This shampoo can be used on all types of hair as it helps curb hair breakage up to 97% after just one wash. Use it on a daily basis to get longer and stronger hair. This product uses keratin protein which conditions and strengthens your tresses which in turn helps in reversing the harsh effects of damaged hair. Keratin Protein also provides hydration and elasticity to your hair. 

Hope this resolves your query.

",0,08-11-2019
7681,Is Tresemme Hair Fall Defense Shampoo suitable for chemically dyed hair?," 

We suggest you use the Tresemme Keratin Smooth With Argan Oil Conditioner. It is specially formulated for chemically treated hair. This low sulphate formula is infused with keratin and argan oil to keep your hair smooth soft and frizz free.

Hope this resolves your query.

",0,29-05-2019
384438,What are payment options and delivery charge for shipping to nepal?,"

Unfortunately Nykaa does not ship outside India at the moment. However we are working on starting international delivery as soon as possible so stay tuned!

Hope this resolves your query.

",0,02-03-2020
384438,What is the quantity of the shampoo and conditioner in this combo?,"

This combo contains: 

1. Tresemme Keratin Smooth With Argan Oil Shampoo (580ml)
2. Tresemme Keratin Smooth With Argan Oil Shampoo (190ml)

Hope this resolves your query.

",0,23-01-2020
384438,Can I use this shampoo to wash my hair after keratin treatment?,"

This shampoo and conditioner combo can be used on chemically treated hair. The shampoo has a low sulphate formula which works well on keratin treated hair. It helps to control frizz for up to three days. 

Hope this resolves your query.

",0,23-01-2020
384438,Is this product good for all hair types?,"

This product is infused with the power of keratin along with the nourishing effects of argan oil and has a lower sulphate formula. It makes the hair straighter smoother and controls frizz for up to 3 days making it suitable for both natural as well as chemically treated hair.


Hope this resolves your query.

",0,19-07-2019
384438,Is it sulphate and paraben free?," 

Tresemme Keratin Smooth With Argan Oil Shampoo and Conditioner is infused with keratin and argan oil to keep your hair smooth soft and frizz free. 

The shampoo contains SLS and is free of parabens. The conditioner is free from sulphates and parabens. 

Hope this resolves your query.

",0,29-05-2019
208997,Does this help to reduce hair fall?,"

Tresemme Keratin Smooth With Argan Oil Shampoo makes hair straighter smoother and controls frizz. However this shampoo does not claim to reduce hair fall. Tresemme offers hair cleansers specifically designed to curb hair fall that can be bought here: <a href=https://bit.ly/32x9RoA.>https://bit.ly/32x9RoA.</a>

Happy Shopping!

",0,15-09-2020
208997,Can I use this shampoo after a keratin treatment?,"

To maintain the benefits of your keratin treatment your shampoo needs to be free of sodium chloride sodium laureth sulfate and sodium lauryl sulfate. TRESemme Keratin Smooth shampoo contains very low amounts of sulphates. This shampoo with keratin works well for normal colored as well as straightened hair. It smoothens your hair and provides silky strong hair. 

Few other Keratin Shampoos that work well for kertain treated hair are shared below:
<a href=https://www.nykaa.com/beauty-blog/the-best-products-keratin-treated-hair-needs/>https://www.nykaa.com/beauty-blog/the-best-products-keratin-treated-hair-needs/</a>

Hope this resolves your query.

",0,25-01-2020
208997,"Hi, can I use Tresemme Keratin Shampoo with Keratin & Argan Oil to wash my hair after keratin treatment. Will it keep the  keratin in my hair or will it remove keratin from my hair?","

This shampoo can be used on chemically treated hair. It has a low sulphate formula which works well on keratin treated hair. It helps to control frizz for up to three days and helps maintain the treatment on your hair for a long period of time.  

Hope this resolves your query.

",0,24-01-2020
208997,Do this shampoo contain formaldehyde?,"

Find the complete ingredient list below: 

Water Sodium Laureth Sulfate Dimethiconol Cocamidopropyl Betaine Sodium Chloride Perfume Sodium Benzoate Citric Acid Carbomer TEA-Dodecylbenzenesulfonate Amodimethicone Glycol Distearate Guar Hydroxypropyltrimonium Chloride PEG-45M Cyclotetrasiloxane Trideceth-10 Disodium EDTA Cocamide MEA Phenoxyethanol Mica Trideceth-12 Cetrimonium Chloride Cyclopentasiloxane Titanium Dioxide Dimethyl Palmitamine Glycerin Acetic Acid Silica Hydrolyzed Keratin Sodium Hydroxide Argania Spinosa Kernel Oil Butyrospermum Parkii (Shea) Butter Simmondsia Chinensis (Jojoba) Seed Oil Sclerocarya Birrea Seed Oil Lysine HCl Iodopropynyl Butylcarbamate BHT Potassium Sorbate +Hydrolyzed Keratin (Sheep Wool Source).

Hope this resolves your query.

",0,17-01-2020
