ASIN,Question,Answer,Votes,Date
B082JN1FZC,How much weight of this product? Receive only 400gm,In this image it is showing as 400 gm. If you are looking for the offer then it is 400 + 400 gm. But the offer has to be explicitly mentioned in the product page,0,06-10-2022
B082JN1FZC,There is combo pack or single,The product description on app says Pack of 2. But only one is delivered.,0,27-09-2022
B082JN1FZC,pack of 2 ka matlab hai,This means 2 pieces in one pack.,0,26-09-2022
B082JN1FZC,Have received only  one  piece though its stated buy 1 get 1 free. Completely misleading,Good,0,26-09-2022
B082JN1FZC,ordered as  buy one get 1 free but received only1 400 gram.please clarify?,Good,0,26-09-2022
B082JN1FZC,Is it pack of 1 or pack of 2*400 gm?,Yes pack of 1. A single 400g unit,0,06-08-2022
B082JN1FZC,Is it a 400 gram or something else,400 GM and seems to be original from the fragrance. I trust Amazon and it's customer centric approach.,0,25-07-2022
B082JN1FZC,"It was buy 1 get 1 but i got only 1. When called customer care, executive denied and said cant return and its not buy 1 get 1 offer",For me it was written Buy 1 and Get 1. 2nd time only 1 was delivered though it was written buy 1 and get 1. So I call customer care and refund was issued for 1.,0,25-07-2022
B082JN1FZC,Buy one get one offer now available or not,You need to check. If it is written and you have placed it then Amazon executive accept the mistake. But if it is not written then you should not assume and buy.,0,25-07-2022
B082JN1FZC,I have purchased buy one get one free scheme but i received only 1 piece. Either send me another piece or return it back.,Check the order which you have placed and see what is written there. Accordingly call cc and they will help for sure.,0,25-07-2022
B008KH3W3C,Is this powder is used for face or not,Not for face.,0,13-06-2019
B008KH3W3C,what is the expairy date,April 2017,0,01-03-2016
B00546YWD6,Can i used on infant,No don't use it infants.,0,08-10-2021
B00546YWD6,4pack of 200-200 gms??,"No,",0,07-04-2021
B00DRE2ZNG,Is this price for one or two ?,Justf 1 of 300g,0,14-06-2021
B00DRE2ZNG,Date of expiry,Normally talcum powers do not have any expiry.,0,19-03-2021
B00DRE2ZNG,Is it better than Biotique bio basil powder,I never used Biotique bio basil powder but I regularly use Gokul Santol since 1992 although it lost its quality for time when packing was changed and now again as it was in 90s.,0,26-07-2020
B00DRE2ZNG,Powder color is white or sandal?,Ivory that's litter colour of sandal but not write it smells really good,0,17-07-2020
B00DRE2ZNG,it's MRP?,Rs. 180.00 for 300g  per unit,0,16-07-2020
B00DRE2ZNG,I want more pack of mysore sandal soaps along with this pack and santoor soaps pack Can you send them on free delivery.,Its up your wish,0,16-07-2020
B00DRE2ZNG,Dod we want to give money for delivery boy,"No, not necessary",0,16-07-2020
B00DRE2ZNG,Dod we want to give money for delivery boy,No,0,16-07-2020
B00DRE2ZNG,"Anyone who has bought the product, could you please post a pic of the ingredients mentioned on the back.",Unable to attach photos. I have posted a revised review with photos,0,05-02-2019
B00DRE2ZNG,Use of gokul sandal,"good smell , my family like this item above 20 years.",0,29-12-2018
B07CB6SSJZ,Each pack 150gm?,Yes,0,07-10-2019
B08Z33GN88,What is expiry date for this product?,08/2023,0,12-04-2022
B08Z33GN88,Is the product original??,ABSOLUTELY,0,30-07-2021
B08YKJ4HJH,Can i used this powder for 1 year baby,PLS CONSULT YOUR PEDIATRICIAN FOR THIS,0,24-05-2022
B08YKJ4HJH,Pls send expire date,Don't go not worthable not getting solved,0,19-05-2022
B08YKJ4HJH,Expiry date kitni hai,MARCH 2025,0,18-05-2022
B08YKJ4HJH,It is baby friendly or not ?,Yes,0,06-05-2022
B08YKJ4HJH,What is the expiry date??,MARCH 2025,0,24-05-2022
B08YKJ4HJH,Is it dusting powder?,Yes,0,04-05-2022
B08YKJ4HJH,Can be used for 3 year old child?,YES,0,18-05-2022
B08YKJ4HJH,Manufacturing date?,1/1/2022,0,25-04-2022
B08YKJ4HJH,What is the manufacturing and expire date of this product,Buy it to know,0,06-05-2022
B08YKJ4HJH,Expiry date?,Check on tin,0,04-05-2022
B00I4S88K4,Can we apply it on face?,Not advisable as it is prickly heat powder.,0,22-11-2021
B00I4S88K4,Does this still come with free 50g nycil powder?,Yes,0,05-04-2021
B00I4S88K4,With it free product have ??,Yes,0,03-07-2020
B077H177YP,Is it 300g or 600 g?,300 gms and very fragrant.,0,28-07-2022
B077H177YP,"Product name listing it is described that the scent is ""sandal"" but in product details it is mentioned as ""scent: lavender"". which is correct?",sandal 🪵,0,02-06-2022
B077H177YP,What is the expiry date of above park avenue sandal talcum powder available in stock at present,Please don't purchase this item. It is not a talcum powder but a flour. Utter waste.,0,20-02-2022
B077H177YP,"What is the expiry date of available stock.  you hv mentioned dec-2021 , how we can accept??",expired date of product is 3 year,0,02-06-2022
B077H177YP,Is it one plus one ?,"Yes, it was 1+1 when I bought this talcum powder.",0,28-06-2020
B077H177YP,Is this a Park Avenue Branded product??,"Not even near to Park Avenue brand. Do not go thru the description. Container doesn't have the name of Park Avenue, nor feont or back n not even marketed by Park Avenue. It is some local brand, you can use it, but fragrance lasts a day or less.",0,22-05-2020
B077H177YP,This is face powder,It's a body talc not face powder.,0,28-10-2019
B077H177YP,What is actual MRP on bottle,165 per box,0,22-05-2020
B077H177YP,this is long lasting product?,Fregrance is awesome but not long lasting,0,22-09-2019
B077H177YP,Total quantity in one bottle,Ii contains 300 gm in each can. So total 600 gms for the stated price..... value for money.,0,17-09-2019
