ASIN,Marketplace,username,rating,title,date,likes,dislikes,verified,description,Counts
SMPDTZ7U86XVUFGM,FLIPKART,Flipkart Customer,5,Wonderful,2022-08-12 00:00:00,0,0,"Certified Buyer , Surendranagar District",Very nice and very good,4
SMPDTZ7U86XVUFGM,FLIPKART,KUMAR,5,Best in the market!,2022-08-04 00:00:00,0,0,"Certified Buyer , Hyderabad",Thanks to Flipkart and delivery boy,4
SMPD9FYFGBTBHSWQ,FLIPKART,Flipkart Customer,5,Wonderful,2022-08-25 00:00:00,0,0,"Certified Buyer , Kichha",It's really effective shampoo for my hair falls,4
SMPD9FYFGBTBHSWQ,FLIPKART,Flipkart Customer,5,Awesome,2022-08-14 00:00:00,0,0,"Certified Buyer , Chandigarh",This shampoo is too good,4
SMPD9FYFGBTBHSWQ,FLIPKART,Flipkart Customer,5,Wonderful,2022-08-12 00:00:00,0,0,"Certified Buyer , Surendranagar District",Very nice and very good,4
SMPD9FYFGBTBHSWQ,FLIPKART,KUMAR,5,Best in the market!,2022-08-04 00:00:00,0,0,"Certified Buyer , Hyderabad",Thanks to Flipkart and delivery boy,4
SMPGYYFGH6ZE4QHJ,FLIPKART,anjali  verma,5,Best in the market!,2021-12-26 00:00:00,0,0,"Certified Buyer , Noida","Using since last 8months, effective 👍",3
SMPGYYFGH6ZE4QHJ,FLIPKART,Samyak  JADHAV,5,Excellent,2021-11-26 00:00:00,0,0,"Certified Buyer , Satara District",Mind blowing i use long time,3
SMPGYYFGH6ZE4QHJ,FLIPKART,Mamidi Sivaji,5,Best in the market!,2021-11-26 00:00:00,0,0,"Certified Buyer , Kurnool District",Nice product this is wonderful neem shampoo,3
SMPG2VPN3GWYSJHG,FLIPKART,Manish Kumar  Singh,2,Expected a better product,2022-07-26 00:00:00,1,0,"Certified Buyer , New Delhi",Price is too high but it doesn't stop your hair loss or hair damage. No change after using for more 2 months,3
SMPG2VPN3GWYSJHG,FLIPKART,Flipkart Customer,5,Perfect product!,2022-05-26 00:00:00,0,0,"Certified Buyer , Kadapa",Supper supper shampoo no hair fall supper quality,3
SMPG2VPN3GWYSJHG,FLIPKART,Sajid Siddiqui,3,Nice,2022-04-26 00:00:00,0,0,"Certified Buyer , Kanpur",Although imported but doesn’t have imported quality. Hair fall will be same. Better use Indian version anti dandruff.,3
SMPG2KHYFHGHVPJD,FLIPKART,Pavan Tankedar,5,Must buy!,2022-07-26 00:00:00,0,0,"Certified Buyer , Mundgod",Nice product and good quality,3
SMPG2KHYFHGHVPJD,FLIPKART,Ashu Mudgil,1,Useless product,2022-02-26 00:00:00,0,1,"Certified Buyer , Gurgaon District",Bad product. Do not use.,3
SMPG2KHYFHGHVPJD,FLIPKART,Arjun Pershad,5,Super!,2021-10-26 00:00:00,1,0,"Certified Buyer , Hyderabad",Good product n good delivery boy,3
SMPFZ9WJPNUK8EFG,FLIPKART,Dheeraj  T Kumar,4,Pretty good,2022-08-03 00:00:00,0,0,"Certified Buyer , Velur",Good shampoo on hair and also best for dandruff,3
SMPFZ9WJPNUK8EFG,FLIPKART,Mayank Soni,5,Terrific purchase,2022-07-26 00:00:00,0,0,"Certified Buyer , Mhow",Effective but low foaming and fragrance.,3
SMPFZ9WJPNUK8EFG,FLIPKART,Rakesh  Kumar,3,Fair,2022-05-26 00:00:00,0,0,"Certified Buyer , Lakarka",It's a really good product,3
SMPFXVKCCEZPGFDF,FLIPKART,Flipkart Customer,5,Super!,2022-05-26 00:00:00,0,0,"Certified Buyer , Zirakpur",Very good shampoo.I loved it.,3
SMPFXVKCCEZPGFDF,FLIPKART,Mrunmay Kumar Manna,1,Utterly Disappointed,2022-04-26 00:00:00,0,0,"Certified Buyer , Bhadrak District",Not good.its like normal shampoo,3
SMPFXVKCCEZPGFDF,FLIPKART,HEM CHANDRA  DUTTA,5,Awesome,2021-02-28 00:00:00,3,4,"Certified Buyer , Ranchi",Very good quality.. nice packaging.,3
SMPFWVKB2HTHT6PV,FLIPKART,Flipkart Customer,1,Worthless,2021-11-26 00:00:00,0,0,"Certified Buyer , Nuapada District",Please dont buy it it is money wasting,3
SMPFWVKB2HTHT6PV,FLIPKART,Flipkart Customer,1,Hated it!,2021-09-26 00:00:00,0,0,"Certified Buyer , Kunwargaon",Damaged product and not s good quality,3
SMPFWVKB2HTHT6PV,FLIPKART,Tarun Kumar Singh,1,Don't waste your money,2021-03-31 00:00:00,0,1,"Certified Buyer , Varanasi",Faltu ki chije Hain . Bakwas product. Don't by anyone please,3
SMPFWPEAG5FEWAZR,FLIPKART,Swati  Sharma,5,Wonderful,2022-06-26 00:00:00,0,0,"Certified Buyer , Gurugram",Nice shampoo...n delivered on tym,3
SMPFWPEAG5FEWAZR,FLIPKART,Flipkart Customer,4,Worth the money,2022-05-26 00:00:00,0,0,"Certified Buyer , Ranchi",My hair is very smooth and shaining 👍👍👍👍👍👌👌👌,3
SMPFWPEAG5FEWAZR,FLIPKART,Flipkart Customer,4,Value-for-money,2022-05-26 00:00:00,0,0,"Certified Buyer , Budaun",4 star because product cap is break otherwise nice product,3
SMPFWPEA7JAFGBRV,FLIPKART,Flipkart Customer,5,Super!,2022-07-26 00:00:00,0,0,"Certified Buyer , Jaipur",Great product .  Works well on hair,3
SMPFWPEA7JAFGBRV,FLIPKART,Flipkart Customer,5,Terrific,2022-07-26 00:00:00,0,0,"Certified Buyer , Khordha",Must try this. Beautiful product 🥰,3
SMPFWPEA7JAFGBRV,FLIPKART,Shabiya  Shabnm,5,Awesome,2022-07-26 00:00:00,0,0,"Certified Buyer , Dumka",Very.  Good product ❤️❤️                  Nice,3
SMPFWPAPHFRNZGHH,FLIPKART,Shivam Sharma,5,Best in the market!,2022-07-26 00:00:00,0,0,"Certified Buyer , Kota",👌👌 worthy value for money happy,3
SMPFWPAPHFRNZGHH,FLIPKART,Flipkart Customer,5,Worth every penny,2022-07-26 00:00:00,0,0,"Certified Buyer , Ajmer",Product is fine if you use colour in your hair regularly.,3
SMPFWPAPHFRNZGHH,FLIPKART,Sheulee Banerjee,5,Simply awesome,2022-05-26 00:00:00,0,0,"Certified Buyer , New Town",it's very good for my hair i love it. 👍,3
SMPFVZPKU8QUJ675,FLIPKART,Flipkart Customer,4,Worth the money,2021-06-30 00:00:00,4,4,"Certified Buyer , Pulgaon","When I used this shampoo for the first time, I felt really good when I washed my hair, but if I used it 3-4 times, now my hair is falling out again, but I feel much better using this shampoo than before. Overall the shampoo is nice you can use.",3
SMPFVZPKU8QUJ675,FLIPKART,Arijit Chandra,5,Fabulous!,2021-05-31 00:00:00,0,0,"Certified Buyer , Tarakeswar",Not very good... Simply good,3
SMPFVZPKU8QUJ675,FLIPKART,Flipkart Customer,5,Super!,2021-02-28 00:00:00,4,0,"Certified Buyer , Nandyal",Tresemme hair fall shampoo always right 💞💞💞 thanks Flipkart 👌👌👌👍🙏,3
SMPFVD3Z74QAQQVZ,FLIPKART,Bicky Das,5,Super!,2022-06-26 00:00:00,0,0,"Certified Buyer , Dimapur",A very good shampoo for hair.,3
SMPFVD3Z74QAQQVZ,FLIPKART,Aaru Oki,5,Just wow!,2022-06-26 00:00:00,0,0,"Certified Buyer , Rishikesh",Awesome shampoo and smell is awesome value for money so thank you Flipkart 👌👌👌👌,3
SMPFVD3Z74QAQQVZ,FLIPKART,Luxmi Rani,4,Good choice,2022-08-06 00:00:00,0,0,"Certified Buyer , Hardwar District",Look good baki review after use,3
SMPFV3G2VFZSDKCF,FLIPKART,Ajay kumar,5,Great product,2021-09-26 00:00:00,0,0,"Certified Buyer , Pashchim Champaran District",Very nice product but sometime rate will be high,3
SMPFV3G2VFZSDKCF,FLIPKART,Pradeep Yadav,1,Terrible product,2021-07-31 00:00:00,0,0,"Certified Buyer , Ghazipur District",Waste of money. Doesn't foam at all.,3
SMPFV3G2VFZSDKCF,FLIPKART,Flipkart Customer,1,Not recommended at all,2020-10-31 00:00:00,4,0,"Certified Buyer , Deoria",This prodect is nat good . only waste of money.,3
SMPFUHM82QPRBMR8,FLIPKART,Flipkart Customer,4,Wonderful,2022-08-25 00:00:00,0,0,"Certified Buyer , New Delhi",Best shampoo in the market,3
SMPFUHM82QPRBMR8,FLIPKART,Ashwini Rathod,2,Slightly disappointed,2022-08-23 00:00:00,0,0,"Certified Buyer , Khamgaon",Whenever I wash my hair with this shampoo...my hair becomes very rough and very dry,3
SMPFUHM82QPRBMR8,FLIPKART,Gauri Gauri,5,Excellent,2022-08-22 00:00:00,0,0,"Certified Buyer , Begusarai","Great, but using after 3 month of hair fall control wala ( which comes in black colour) jiyada effective tha",3
SMPFTZCHXWVWWAM6,FLIPKART,TARUN MEHTA,1,Utterly Disappointed,2021-09-26 00:00:00,0,0,"Certified Buyer , Ambala City",Very bad experience.. don't buy .. wastage of money 🤑,3
SMPFTZCHXWVWWAM6,FLIPKART,Nanki Vanni,1,Worthless,2021-07-31 00:00:00,0,0,"Certified Buyer , Sri Ganganagar",No information date on it produces,3
SMPFTZCHXWVWWAM6,FLIPKART,Flipkart Customer,5,Best in the market!,2020-11-30 00:00:00,1,0,"Certified Buyer , Bengaluru","Excellent Shampoo, very happy with the product",3
SMPFRP6EWKVJSMGD,FLIPKART,Flipkart Customer,2,Slightly disappointed,2022-05-26 00:00:00,1,0,"Certified Buyer , Bengaluru",Keeps hair smelling fresh but doesn't really work if you hair is too oily. Doesn't leave white cast. Adds a bit volume. But if you have a lot of grease in your hair this doesn't work. Can use as hair perfume though.,3
SMPFRP6EWKVJSMGD,FLIPKART,Toniya  James,5,Awesome,2021-11-26 00:00:00,0,1,"Certified Buyer , Kalamassery","Good product from dove , volumize the hair nd oil free .. good one",3
SMPFRP6EWKVJSMGD,FLIPKART,Sara Ajaz,4,Value-for-money,2021-02-28 00:00:00,9,0,"Certified Buyer , Jammu",Excellent Packaging and Very Useful 😁😁😁And Most Importantly Pretty Good Quantity😁😁😁Thank you Flipkart 🛍️🛍️🛍️🛍️,3
SMPFKXTYD4FWWPHW,FLIPKART,Flipkart Customer,5,Great product,2022-08-19 00:00:00,0,0,"Certified Buyer , Patra",This is very very good shampoo I love it,3
SMPFKXTYD4FWWPHW,FLIPKART,Flipkart Customer,5,Terrific,2022-08-18 00:00:00,0,0,"Certified Buyer , Shillong",It's very good product 👍,3
SMPFKXTYD4FWWPHW,FLIPKART,Flipkart Customer,5,Terrific,2022-08-17 00:00:00,0,0,"Certified Buyer , Shillong",It's very good product 👍,3
SMPFKXTHHKZSYGZK,FLIPKART,Flipkart Customer,5,Terrific purchase,2022-08-18 00:00:00,0,0,"Certified Buyer , Bankra",I use this product before 2months ... This sampoo is effective for oily scalp.. Good product... This is 2nd bottle 😊 i purchase,3
SMPFKXTHHKZSYGZK,FLIPKART,Bal Krishan Pandey,2,Expected a better product,2022-08-15 00:00:00,0,0,"Certified Buyer , Prayagraj",It doesn't clean your hair properly...it feel itching after use...,3
SMPFKXTHHKZSYGZK,FLIPKART,Flipkart Customer,5,Terrific purchase,2022-08-17 00:00:00,0,0,"Certified Buyer , Bankra",I use this product before 2months ... This sampoo is effective for oily scalp.. Good product... This is 2nd bottle 😊 i purchase,3
SMPFHXFMHPGMFAFY,FLIPKART,T I P  KUMAR,2,Slightly disappointed,2022-02-26 00:00:00,0,0,"Certified Buyer , Visakhapatnam","Bad product,seems adultrated, no foam,no smell,no menthol effect",3
SMPFHXFMHPGMFAFY,FLIPKART,Afrin Taj,1,Utterly Disappointed,2021-12-26 00:00:00,0,0,"Certified Buyer , Bengaluru","Please dont buy this product.Bottle is same but inside the shampoo is different,there is no fragrance and color like head n shoulder real shampoo. It is fake shampoo.Waste of money.",3
SMPFHXFMHPGMFAFY,FLIPKART,Flipkart Customer,1,Terrible product,2020-04-30 00:00:00,0,2,"Certified Buyer , Chennai",Very very bad product 😡😡😡😡,3
SMPFHW86PHVFZVQR,FLIPKART,Rizwan Hashmi,3,Fair,2022-08-22 00:00:00,0,0,"Certified Buyer , Asansol","It make dandruff fre after two or three wash or even more than it. But on the question of making hair smooth and silky ,m not agree with it'",3
SMPFHW86PHVFZVQR,FLIPKART,Jasmin Laskar,5,Excellent,2022-08-02 00:00:00,0,0,"Certified Buyer , Hailakandi District",I used to be a product  no side effects super,3
SMPFHW86PHVFZVQR,FLIPKART,Flipkart Customer,4,Good choice,2022-07-29 00:00:00,0,0,"Certified Buyer , Gobardanga",Leave hair rough. Conditioning is must after using it.,3
SMPFHG88YXBVN52U,FLIPKART,ranjan kumar Singh,1,Very poor,2021-08-31 00:00:00,2,0,"Certified Buyer , Purbi Singhbhum District",It is not a real shampoo,3
SMPFHG88YXBVN52U,FLIPKART,Flipkart Customer,2,Not good,2021-04-30 00:00:00,0,0,"Certified Buyer , Fatehpur District",Very bad and cheap quality 🤮🤮🤮🤮,3
SMPFHG88YXBVN52U,FLIPKART,Rajib  Roy,1,Horrible,2021-04-30 00:00:00,0,0,"Certified Buyer , Bankura District",Bad quality. Almost half in quantity and vet dilute.,3
SMPFGUN3WC37PWZQ,FLIPKART,Jasmin Laskar,5,Excellent,2022-08-02 00:00:00,0,0,"Certified Buyer , Hailakandi District",I used to be a product  no side effects super,3
SMPFGUN3WC37PWZQ,FLIPKART,Flipkart Customer,4,Good choice,2022-07-29 00:00:00,0,0,"Certified Buyer , Gobardanga",Leave hair rough. Conditioning is must after using it.,3
SMPFGUN3WC37PWZQ,FLIPKART,Rizwan Hashmi,3,Fair,2022-08-21 00:00:00,0,0,"Certified Buyer , Asansol","It make dandruff fre after two or three wash or even more than it. But on the question of making hair smooth and silky ,m not agree with it'",3
SMPFGUN2DQXFF8G3,FLIPKART,Jasmin Laskar,5,Excellent,2022-08-02 00:00:00,0,0,"Certified Buyer , Hailakandi District",I used to be a product  no side effects super,3
SMPFGUN2DQXFF8G3,FLIPKART,Flipkart Customer,4,Good choice,2022-07-29 00:00:00,0,0,"Certified Buyer , Gobardanga",Leave hair rough. Conditioning is must after using it.,3
SMPFGUN2DQXFF8G3,FLIPKART,Rizwan Hashmi,3,Fair,2022-08-21 00:00:00,0,0,"Certified Buyer , Asansol","It make dandruff fre after two or three wash or even more than it. But on the question of making hair smooth and silky ,m not agree with it'",3
SMPFEZC98F7EYQG8,FLIPKART,Rina Gao,2,Slightly disappointed,2022-06-26 00:00:00,0,0,"Certified Buyer , Pasighat",Vakwas don't buy this anymore,3
SMPFEZC98F7EYQG8,FLIPKART,vidhya salimath,1,Very poor,2022-02-26 00:00:00,0,0,"Certified Buyer , Haveri District",I am not getting foam on my hair only,3
SMPFEZC98F7EYQG8,FLIPKART,Flipkart Customer,1,Utterly Disappointed,2021-09-26 00:00:00,0,0,"Certified Buyer , Bulandshahr",Quality of product poor  Its like water mixed in product  Never use products from Flipkart  Never order anything from Flipkart,3
SMPFEQJTHRJM6EH7,FLIPKART,Flipkart Customer,1,Horrible,2020-10-31 00:00:00,0,0,"Certified Buyer , Gorakhpur",Very poor quality don't buy. It's make my hair chapped.,3
SMPFEQJTHRJM6EH7,FLIPKART,Gokul kumar ramasamy,3,Just okay,2020-10-31 00:00:00,0,0,"Certified Buyer , Punjaipuliampatti",Shampoo was good but I didn't like the smell,3
SMPFEQJTHRJM6EH7,FLIPKART,Rimjhim Gupta,5,Terrific,2020-09-30 00:00:00,0,0,"Certified Buyer , Saraiya",Good for my hairs. .,3
SMPF6JX8TA3JZYXW,FLIPKART,Amisha Singh,5,Highly recommended,2022-07-29 00:00:00,0,0,"Certified Buyer , Bokaro Steel City",Its good but it depends on suiting you..genuinely i would say that my hairfall has increased a lot even when my hair is dry it falls on bed floor ...😞😞,3
SMPF6JX8TA3JZYXW,FLIPKART,Muhammad  Aamir,5,Highly recommended,2022-07-26 00:00:00,0,0,"Certified Buyer , Tumakuru",(ASQUARE GROUPS)  it's really effective it detoxify is we use regular I'm personally sing it from past 3 months and i got results in almost 1months but in some persons it may vary,3
SMPF6JX8TA3JZYXW,FLIPKART,Flipkart Customer,4,Good choice,2022-06-26 00:00:00,0,0,"Certified Buyer , Ahmadnagar",The product is in good condition when received.,3
SMPF6JX8CJJVNZPF,FLIPKART,Aamir Ashraf,5,Simply awesome,2022-07-29 00:00:00,0,0,"Certified Buyer , Malegaon",Ek Number Product....ur Delivery Boy is So Beautiful 😃😍😂,3
SMPF6JX8CJJVNZPF,FLIPKART,Flipkart Customer,1,Worthless,2022-07-26 00:00:00,0,0,"Certified Buyer , New Delhi",Makes hair dull and dry. Not recommended,3
SMPF6JX8CJJVNZPF,FLIPKART,Flipkart Customer,4,Very Good,2022-07-26 00:00:00,0,0,"Certified Buyer , Kolkata",Very good product. My whole family members use it. Thank you flipkart.😊,3
SMPF6FE78WGZZ6DZ,FLIPKART,Thumma Lakshmi Narayana,5,Worth every penny,2022-08-17 00:00:00,0,0,"Certified Buyer , Chilakaluripet",Far better compare to other brands for hair loss issue,3
SMPF6FE78WGZZ6DZ,FLIPKART,Eshita Mund,5,Excellent,2022-08-11 00:00:00,0,0,"Certified Buyer , Kalahandi District",I mean ths is tooo good man !🥺u can see ur result after try it once ... M too glad after using it..... Tottaly value for money... No need to think if u r suffering frm hairfall just go for it ..... 🤌⚡,3
SMPF6FE78WGZZ6DZ,FLIPKART,Shivani  Singh,3,Just okay,2022-07-26 00:00:00,0,0,"Certified Buyer , New Delhi",Didn't solve hairfall problem completely. Wont rebuy it.,3
SMPF48HZ6MV4GKMZ,FLIPKART,Flipkart  Customer,1,Unsatisfactory,2022-08-21 00:00:00,0,0,"Certified Buyer , Kolkata",Very very bad I didn't like ....after seeing review I have purchased it but personally I didn't like ....,3
SMPF48HZ6MV4GKMZ,FLIPKART,seema  khan,2,Not good,2022-05-26 00:00:00,0,0,"Certified Buyer , Kanpur",Quantity is gud bt according to money size is too less.....,3
SMPF48HZ6MV4GKMZ,FLIPKART,Karthick Uma,5,Must buy!,2022-04-26 00:00:00,0,1,"Certified Buyer , Chennai","Super product. Really an organic I think so, superb. Thank u for ur best product expecting more offers. Thank u and thank u filpkart as well as well as ekart, packing and package too very good in care and safe. Thank u thanks a lot.",3
SMPER3KZZXUGXT5C,FLIPKART,Subha  Biswas,1,Did not meet expectations,2021-08-31 00:00:00,0,0,"Certified Buyer , Bhangar Raghunathpur",Bottle and shampoo miss match..,3
SMPER3KZZXUGXT5C,FLIPKART,RAJ KUMAR SINGH,1,Absolute rubbish!,2021-07-31 00:00:00,0,0,"Certified Buyer , Siwan District",It seems that some low quality shampoo is packed in the package,3
SMPER3KZZXUGXT5C,FLIPKART,Flipkart Customer,1,Horrible,2021-07-31 00:00:00,0,0,"Certified Buyer , Hosapete","Worst product,I ordered one and they sent another and the shampoo ismixed with  full of water, now I realised not to buy online shampoos,and I suggest other Pl don't purchase especially online shampoos",3
SMPEJ9FFSY56YDB2,FLIPKART,Srijoni Moulik,1,Hated it!,2022-08-22 00:00:00,0,0,"Certified Buyer , Alipurduar",worst experience... my hair become totally rough after one use....and extremely hair fall happen...,3
SMPEJ9FFSY56YDB2,FLIPKART,Radhika Raj Das,1,Unsatisfactory,2022-08-19 00:00:00,0,0,"Certified Buyer , Dibrugarh",Worst product After first use my hair started falling more... i will never purchase it again.😡😡waste of money,3
SMPEJ9FFSY56YDB2,FLIPKART,Gautam Prakash,5,Excellent,2022-08-17 00:00:00,0,0,"Certified Buyer , Murarai","It makes my hair too much silky, and smooth.",3
SMPEEHPAHTYHJCWE,FLIPKART,Mukesh Kumar,5,Wonderful,2022-08-24 00:00:00,0,0,"Certified Buyer , Indore",After using about one and half month I am writing this. If you are using it for hairfall so pls don’t use it. It was mentioned as  anti hair fall shampoo but it’s causing hairfall to much. I was use boutique green Apple shampoo and it has wonderful results. For hairfall and dandruff. I am suggesting that shampoo for all kind of hair problems. Once use biotique green apple shampoo.,3
SMPEEHPAHTYHJCWE,FLIPKART,Yashaswi  Yash,1,Hated it!,2022-08-11 00:00:00,0,0,"Certified Buyer , Udupi",Waste of money. It's not good,3
SMPEEHPAHTYHJCWE,FLIPKART,baljit singh,1,Worst experience ever!,2022-08-11 00:00:00,0,0,"Certified Buyer , Gurugram",not contorting falling hair waste of money,3
SMPEEHPAAMRNZNWR,FLIPKART,Flipkart Customer,5,Must buy!,2022-07-26 00:00:00,0,0,"Certified Buyer , Aranthangi",Good product thank you Flipkart,3
SMPEEHPAAMRNZNWR,FLIPKART,Bindu Sharma,1,Terrible product,2022-06-26 00:00:00,0,0,"Certified Buyer , Lucknow",Worst product I've ever used,3
SMPEEHPAAMRNZNWR,FLIPKART,Flipkart Customer,5,Worth every penny,2022-05-26 00:00:00,0,0,"Certified Buyer , Amravati",Good but not shiny hair,3
SMPDDHGCUXMT4BFU,FLIPKART,Flipkart Customer,5,Worth every penny,2019-01-31 00:00:00,0,0,"Certified Buyer , Muzaffarpur",an awesome product I mean I jstt really like it it works excellent,3
SMPDDHGCUXMT4BFU,FLIPKART,Ritu Singh,5,Super!,2018-09-30 00:00:00,0,0,"Certified Buyer , Mirzapur District",I genuinely liked the product it worthed my money,3
SMPDDHGCUXMT4BFU,FLIPKART,Palash Ghosh,5,Excellent,2018-09-30 00:00:00,0,0,"Certified Buyer , Krishnanagar",I am very happy after using the product..... It's make my hair very smooth.....,3
CNDD9ZYZSX8FHQFH,FLIPKART,Aditya  Thakur,5,Wonderful,2022-07-26 00:00:00,0,0,"Certified Buyer , Darbhanga District","Vry nycc product 👌😍,, Thnqq Flipkart 🤗😻",3
CNDD9ZYZSX8FHQFH,FLIPKART,Murali  Y,5,Classy product,2022-07-26 00:00:00,0,0,"Certified Buyer , Ysr District",Good product.. better to use all types of hairs... Removing DANDRUFF and CONTROL hair fall...,3
CNDD9ZYZSX8FHQFH,FLIPKART,Nishant bhatt,5,Worth every penny,2022-06-26 00:00:00,0,0,"Certified Buyer , Ambala District",One of the best hair fall rescue sampoo,3
SMPG9MRZ5W9WFT9B,FLIPKART,Flipkart Customer,5,Classy product,2022-08-15 00:00:00,0,0,"Certified Buyer , Dimapur",Very good for damage hair,2
SMPG9MRZ5W9WFT9B,FLIPKART,Sarvan kumar,1,Not recommended at all,2022-08-12 00:00:00,0,0,"Certified Buyer , Basti District",Very bad product don't buy,2
SMPG9GUQCGZZE3GU,FLIPKART,Ramya,5,Fabulous!,2022-08-13 00:00:00,0,0,"Certified Buyer , Bangalore","Had been using many Ayurvedic shampoos for my hair fall issues. Almost gone bald with chemicals, on a right time H&S shampoo saved me. Hair fall reduced 90% from the first use. I would recommend, if your scalp is itchy, smelly, flaky, and uncontrollable hair fall. Also keep an eye on your protein intake’s and Thyroid.",2
SMPG9GUQCGZZE3GU,FLIPKART,Arif Ali,5,Awesome,2022-08-06 00:00:00,0,0,"Certified Buyer , Burdwan",Overall a very good product.,2
SMPG5DHY7UWUAHMW,FLIPKART,Sahiba bhatia,5,Wonderful,2022-08-24 00:00:00,0,0,"Certified Buyer , New Delhi",I have purchased this shampoo for 2nd tym.. evryone must purchase this shampoo. For qll hair textures,2
SMPG5DHY7UWUAHMW,FLIPKART,Minar  Dilsha,5,Just wow!,2022-08-23 00:00:00,0,0,"Certified Buyer , Malappuram",Good product fregence is wonderful 🥰🥰🥰I love this product thankyou so much flipkart👍👍👍,2
SMPG4Q6HEUWYPGHJ,FLIPKART,Flipkart Customer,3,Does the job,2021-09-26 00:00:00,0,0,"Certified Buyer , Kolkata",It is nice but need more improvement,2
SMPG4Q6HEUWYPGHJ,FLIPKART,Ujas Patel,1,Absolute rubbish!,2021-08-31 00:00:00,0,0,"Certified Buyer , Ahmedabad",Deliver in wrost condition  But dont have time to reorder  Very disopainted,2
SMPFZKDGNHMH7GY6,FLIPKART,Flipkart Customer,5,Simply awesome,2022-08-18 00:00:00,0,0,"Certified Buyer , Prayagraj",Very good product i love this,2
SMPFZKDGNHMH7GY6,FLIPKART,Rajan Khan,5,Awesome,2022-01-26 00:00:00,0,0,"Certified Buyer , Nalanda District",Very nice shampoo I am very happy,2
SMPFZ7F9GZCJCJXR,FLIPKART,Romika Malhotra,5,Excellent,2021-12-26 00:00:00,0,0,"Certified Buyer , Jammu",I am using this shampoo it’s awesome,2
SMPFZ7F9GZCJCJXR,FLIPKART,Flipkart Customer,5,Brilliant,2021-09-26 00:00:00,0,0,"Certified Buyer , Nabadwip",Very good product for hair❤❤❤❤❤❤❤,2
SMPFYG2TMAX6ZHAS,FLIPKART,Lokesh Kumar,3,Nice,2022-08-13 00:00:00,0,0,"Certified Buyer , Jhalawar District",Not a good product .,2
SMPFYG2TMAX6ZHAS,FLIPKART,Naina Bhardwaj,1,Waste of money!,2022-08-04 00:00:00,0,0,"Certified Buyer , New Delhi",It's not gd dundreff not gone,2
SMPFYG2TJBYJVKZG,FLIPKART,Flipkart Customer,1,Not recommended at all,2022-07-26 00:00:00,0,0,"Certified Buyer , Chittoor",Waste one don't buy really my hairs got white .,2
SMPFYG2TJBYJVKZG,FLIPKART,Poppy  Biswas,4,Good choice,2022-08-25 00:00:00,0,0,"Certified Buyer , Bagula",Product are very good but packaging are very 😞.,2
SMPFUNZ88GRUHYBF,FLIPKART,Ranjitha r,1,Absolute rubbish!,2021-05-31 00:00:00,1,3,"Certified Buyer , Bengaluru",The product is really  bad ….initially the hair too much but after5-6 uses it gradually it increased increased and was increasing… But it makes hair too dry if hair not oiled before using it and useless product…. DONT GO FOR IT,2
SMPFUNZ88GRUHYBF,FLIPKART,Dhivya C,1,Worst experience ever!,2020-09-30 00:00:00,0,0,"Certified Buyer , Karamadai",Very worst product its not a original quality,2
SMPFUBRFSEUZAZ7Q,FLIPKART,Meenakshi Mishra,5,Terrific,2022-06-26 00:00:00,0,0,"Certified Buyer , Allahabad",If u need dandruff remedy...its best in the market,2
SMPFUBRFSEUZAZ7Q,FLIPKART,Md. Shahbaz,5,Classy product,2022-04-26 00:00:00,0,0,"Certified Buyer , New Delhi",Very Good product for hairs,2
SMPFSMGZQBNMZYKT,FLIPKART,Flipkart Customer,1,Did not meet expectations,2022-08-17 00:00:00,0,0,"Certified Buyer , Sindhnur",Defective product waste of money,2
SMPFSMGZQBNMZYKT,FLIPKART,Hussain  Rohe,5,Highly recommended,2022-02-26 00:00:00,2,0,"Certified Buyer , Bhiwandi",I had hairfall problemafter using i had a good effect.,2
SMPFRP6JHS7UQYXX,FLIPKART,Flipkart Customer,2,Moderate,2021-10-26 00:00:00,5,5,"Certified Buyer , Panchkula",I don’t feel any difference after applying it. Wastage of money.. it has only nice fragrance,2
SMPFRP6JHS7UQYXX,FLIPKART,Flipkart Customer,1,Terrible product,2021-09-26 00:00:00,2,1,"Certified Buyer , Kolkata",Worst product. Damage hair immediately. Loss of money.,2
SMPFRP6DTJPDUZ9H,FLIPKART,Manoj Dwivedi,1,Not recommended at all,2022-04-26 00:00:00,1,0,"Certified Buyer , Varanasi",Poor product ... Waste of money,2
SMPFRP6DTJPDUZ9H,FLIPKART,Hussein Jariwala,3,Nice,2021-10-26 00:00:00,2,1,"Certified Buyer , Chennai",Strong smell which is disliked,2
SMPFKXTYK3KGRZMG,FLIPKART,Heena  Nargis,2,Bad quality,2022-06-26 00:00:00,0,0,"Certified Buyer , Patna",It increases my hair fall and makes my hair more frizzy 😭😭,2
SMPFKXTYK3KGRZMG,FLIPKART,Avinash  Nambiar,5,Best in the market!,2022-03-26 00:00:00,0,0,"Certified Buyer , Vasai Virar","Super, used a very good shampoo after a long time. Highly recommended for dry haired ppl. Also protects hair colour from fading not unlike other shampoos.",2
SMPFKXTYEGHTSMHC,FLIPKART,Flipkart Customer,5,Perfect product!,2022-04-26 00:00:00,0,0,"Certified Buyer , Bengaluru","Shampoo is awesome, no dryness or hairfall. I just loved it",2
